charge_point_id,Latitude,Longitude,Network
712,53.427162,-1.486298,Alpha
713,53.427155000000006,-1.4862819999999999,Beta
714,53.427155000000006,-1.4862819999999999,Gamma
715,53.748486,-1.530569,Beta
716,53.748486,-1.530569,Gamma
717,53.748507999999994,-1.530475,Beta
718,53.748507999999994,-1.530475,Delta
719,53.400101,-1.48821,Alpha
720,53.80365,-1.5529,Alpha
721,53.411797,-2.9984349999999997,Beta
722,53.501514,-3.002185,Beta
723,53.80616800000001,-1.55295,Gamma
724,53.556435,-1.485357,Gamma
725,53.80925,-1.554083,Beta
726,53.791027,-1.545016,Gamma
727,53.790867000000006,-1.5448879999999998,Alpha
728,53.790977000000005,-1.5448899999999999,Delta
729,53.790909,-1.544846,Delta
730,53.453518,-3.003908,Alpha
731,53.804947,-1.546945,Alpha
732,53.804947,-1.546845,Delta
733,53.804947,-1.546745,Beta
734,53.804947,-1.546645,Gamma
735,53.804947,-1.546545,Gamma
736,53.142616000000004,-1.5558020000000001,Gamma
737,53.139998999999996,-1.555,Alpha
738,53.140064,-1.554668,Gamma
739,53.140064,-1.554668,Delta
740,53.140053,-1.554668,Delta
741,53.140083,-1.554642,Alpha
742,53.142502,-1.5521,Beta
743,53.142502,-1.55207,Delta
744,53.142502,-1.55207,Alpha
745,54.040585,-2.780395,Alpha
746,53.677616,-1.494001,Delta
747,53.677616,-1.494001,Gamma
748,53.799629,-1.53413,Delta
749,53.799728,-1.53413,Beta
750,53.135151,-1.550959,Delta
751,53.801506,-1.532965,Delta
752,53.801506,-1.532965,Beta
753,53.644870999999995,-3.00279,Gamma
754,53.63148100000001,-3.00582,Gamma
755,53.409259999999996,-3.0171,Alpha
756,53.409161,-3.0171,Gamma
757,53.394951,-3.0174,Gamma
758,53.08432,-1.57325,Beta
759,53.08215,-1.574028,Beta
760,53.08223,-1.5739,Gamma
761,53.651627000000005,-3.006322,Delta
762,53.379562,-1.467749,Alpha
763,53.774685,-1.513267,Delta
764,53.416118999999995,-3.0238400000000003,Delta
765,53.470299,-3.02928,Beta
766,53.301449,-1.47609,Alpha
767,54.045058999999995,-2.798422,Alpha
768,54.070164,-2.77224,Gamma
769,54.070225,-2.772243,Gamma
770,54.07029,-2.77225,Gamma
771,54.070358,-2.772253,Gamma
772,54.070431000000006,-2.772256,Beta
773,54.070492,-2.772259,Gamma
774,54.070541000000006,-2.772259,Delta
775,54.048,-2.7962,Alpha
776,54.048,-2.7962,Delta
777,54.048004000000006,-2.796253,Gamma
778,54.07066700000001,-2.772275,Delta
779,54.070713,-2.772288,Delta
780,54.070769999999996,-2.7722849999999997,Alpha
781,54.070827,-2.7722849999999997,Delta
782,54.070827,-2.7722849999999997,Alpha
783,54.070827,-2.7722849999999997,Alpha
784,54.070827,-2.7722849999999997,Beta
785,54.05038100000001,-2.794865,Alpha
786,53.3894,-3.02909,Gamma
787,53.389599,-3.02914,Beta
788,53.798862,-1.512809,Gamma
789,53.408588,-3.03474,Delta
790,53.739166000000004,-2.999091,Alpha
791,53.739174,-2.99918,Delta
792,53.739174,-2.99918,Delta
793,53.739201,-2.9993,Alpha
794,52.7187,-2.46473,Gamma
795,54.066897999999995,-2.802,Alpha
796,53.642548,-1.451184,Delta
797,54.067039,-2.80228,Gamma
798,54.067299,-2.8028,Gamma
799,53.275635,-1.462465,Beta
800,53.275661,-1.46243,Gamma
801,53.424397,-3.049545,Beta
802,53.424374,-3.049572,Beta
803,53.801224,-2.992728,Gamma
804,53.378646999999994,-3.0493080000000004,Gamma
805,53.549808999999996,-3.054339,Alpha
806,53.549847,-3.054354,Alpha
807,53.405701,-3.05695,Delta
808,53.405602,-3.05695,Beta
809,53.564991000000006,-3.057287,Beta
810,53.243644999999994,-1.4574770000000001,Alpha
811,53.243652000000004,-1.457416,Beta
812,53.24365600000001,-1.457367,Gamma
813,53.24365600000001,-1.457367,Delta
814,53.24365600000001,-1.457309,Gamma
815,53.24365600000001,-1.457309,Gamma
816,52.697159,-2.0066599999999997,Delta
817,53.401230000000005,-1.421732,Delta
818,53.401230000000005,-1.421732,Delta
819,52.698429000000004,-2.498364,Delta
820,53.256138,-1.446266,Beta
821,53.256138,-1.446266,Delta
822,53.256096,-1.446258,Gamma
823,53.256096,-1.446258,Alpha
824,53.25605,-1.44625,Gamma
825,53.25605,-1.44625,Beta
826,53.256012,-1.446242,Alpha
827,52.687031000000005,-2.019927,Beta
828,54.128983,-2.7689630000000003,Gamma
829,54.128418,-2.769837,Delta
830,54.128882999999995,-2.769687,Gamma
831,54.128882999999995,-2.769687,Delta
832,54.128921999999996,-2.769648,Gamma
833,53.745293000000004,-1.451642,Gamma
834,52.671902,-2.415372,Beta
835,53.84626,-2.9930939999999997,Delta
836,53.846233,-2.993247,Alpha
837,53.245602000000005,-1.443,Alpha
838,52.86549,-1.681198,Beta
839,52.865479,-1.6811029999999998,Alpha
840,52.86545600000001,-1.681029,Beta
841,52.675552,-2.451066,Alpha
842,52.675552,-2.451066,Gamma
843,52.67337,-2.0247,Delta
844,53.221957999999994,-1.4422629999999999,Gamma
845,53.263199,-1.4297799999999998,Gamma
846,53.222393000000004,-1.441542,Beta
847,53.222401,-1.441449,Gamma
848,52.639523,-2.2884580000000003,Beta
849,53.250198,-1.42791,Delta
850,53.237389,-1.43021,Gamma
851,53.237480000000005,-1.429891,Beta
852,53.237480000000005,-1.4298389999999999,Alpha
853,53.237480000000005,-1.4298389999999999,Alpha
854,53.237483999999995,-1.429783,Beta
855,53.248489,-1.425268,Delta
856,53.248447,-1.425251,Delta
857,53.248425,-1.425238,Delta
858,53.248385999999996,-1.425218,Delta
859,54.075752,-2.861479,Gamma
860,54.075752,-2.861479,Beta
861,53.238354,-1.424194,Gamma
862,54.075726,-2.8615470000000003,Alpha
863,54.075726,-2.8615470000000003,Beta
864,54.075699,-2.861612,Gamma
865,54.075672,-2.8616580000000003,Gamma
866,53.238338,-1.424143,Beta
867,53.2383,-1.424009,Alpha
868,53.23828100000001,-1.42393,Gamma
869,53.23828100000001,-1.42393,Beta
870,54.071018,-2.8666259999999997,Alpha
871,54.071018,-2.8666259999999997,Beta
872,53.235744,-1.4239700000000002,Gamma
873,53.235779,-1.423949,Alpha
874,53.235808999999996,-1.423931,Delta
875,53.235771,-1.423867,Beta
876,53.22401800000001,-1.4269530000000001,Beta
877,53.223983999999994,-1.4269610000000001,Delta
878,53.223953,-1.426962,Gamma
879,53.223927,-1.426968,Alpha
880,53.863868999999994,-3.0120150000000003,Gamma
881,53.232712,-1.422816,Beta
882,54.072342000000006,-2.869134,Gamma
883,54.072342000000006,-2.869134,Gamma
884,53.221343999999995,-1.425201,Beta
885,53.221343999999995,-1.425201,Gamma
886,53.221336,-1.425147,Alpha
887,53.221336,-1.425147,Gamma
888,53.221340000000005,-1.4250909999999999,Beta
889,53.221340000000005,-1.4250209999999999,Beta
890,52.873116,-1.6389209999999999,Alpha
891,52.873074,-1.6389080000000003,Gamma
892,52.87302,-1.638899,Beta
893,52.872974,-1.638884,Alpha
894,54.069977,-2.8751900000000004,Gamma
895,54.069977,-2.8751900000000004,Beta
896,53.076496,-3.004565,Delta
897,53.997501,-1.5413,Alpha
898,52.909973,-2.894822,Alpha
899,53.81612,-3.05333,Beta
900,53.81612,-3.05333,Delta
901,53.81612,-3.05333,Gamma
902,53.81612,-3.05333,Gamma
903,53.816101,-3.05334,Delta
904,53.257851,-1.3934799999999998,Gamma
905,53.257862,-1.393329,Gamma
906,53.71207,-1.388487,Gamma
907,53.927948,-3.0085319999999998,Alpha
908,53.928013,-3.008582,Beta
909,53.928013,-3.008582,Alpha
910,53.050201,-3.0121,Gamma
911,53.928081999999996,-3.008626,Delta
912,53.928116,-3.008657,Delta
913,53.989716,-1.512398,Gamma
914,53.024342000000004,-1.4836639999999999,Delta
915,53.024303,-1.4836690000000001,Alpha
916,53.024349,-1.483615,Alpha
917,53.0243,-1.48361,Alpha
918,53.0243,-1.48361,Gamma
919,52.603287,-2.141542,Alpha
920,53.25861,-1.382465,Gamma
921,53.018409999999996,-1.48571,Delta
922,52.817001,-1.6559080000000002,Gamma
923,52.816981999999996,-1.655878,Delta
924,52.816956000000005,-1.655831,Delta
925,52.816959,-1.6557709999999999,Delta
926,52.81694,-1.6557439999999999,Alpha
927,53.508998999999996,-1.3528,Alpha
928,53.787307999999996,-1.404327,Delta
929,53.273540000000004,-1.377494,Gamma
930,53.273540000000004,-1.377494,Delta
931,53.273537,-1.377367,Gamma
932,53.27353299999999,-1.377308,Delta
933,53.27353299999999,-1.377308,Beta
934,53.878399,-3.0426,Gamma
935,52.597320999999994,-2.16858,Gamma
936,53.273540000000004,-1.37611,Gamma
937,53.273540000000004,-1.37611,Gamma
938,53.877646999999996,-3.044716,Beta
939,53.877655000000004,-3.0448169999999997,Gamma
940,53.344772,-1.360824,Beta
941,53.344788,-1.360761,Delta
942,53.344806999999996,-1.360609,Gamma
943,53.406013,-1.351941,Gamma
944,53.022743000000006,-1.4775690000000001,Beta
945,53.022743000000006,-1.47737,Delta
946,53.022743000000006,-1.477271,Gamma
947,53.022743000000006,-1.477187,Delta
948,53.022757999999996,-1.4771100000000001,Delta
949,53.167857999999995,-1.406226,Gamma
950,53.16790400000001,-1.406121,Delta
951,52.588832999999994,-2.2644029999999997,Beta
952,52.592781,-2.128997,Alpha
953,52.592701,-2.12875,Beta
954,52.592918000000004,-2.12673,Gamma
955,52.592476,-2.129318,Alpha
956,52.592442000000005,-2.129294,Alpha
957,52.791160999999995,-1.669289,Beta
958,52.599430000000005,-2.0802099999999997,Delta
959,52.591846,-2.1221330000000003,Beta
960,52.591843000000004,-2.122105,Gamma
961,52.591843000000004,-2.122066,Alpha
962,52.588203,-2.1415319999999998,Beta
963,52.674847,-1.842734,Delta
964,52.613898999999996,-2.00222,Delta
965,52.613898999999996,-2.00222,Beta
966,52.613898999999996,-2.00222,Alpha
967,52.588035999999995,-2.12913,Alpha
968,52.587996999999994,-2.129234,Gamma
969,52.587975,-2.129276,Beta
970,52.587948,-2.1293599999999997,Alpha
971,52.589085,-2.117038,Gamma
972,52.589045999999996,-2.117022,Gamma
973,52.585418999999995,-2.133674,Alpha
974,52.586426,-2.125539,Beta
975,52.583801,-2.1388,Delta
976,52.584614,-2.125526,Gamma
977,52.905640000000005,-1.5425719999999998,Beta
978,52.905636,-1.542565,Beta
979,52.584824,-2.120926,Alpha
980,52.584720999999995,-2.12059,Beta
981,52.58289,-2.1276,Alpha
982,53.91658,-1.439875,Alpha
983,52.582939,-2.1052299999999997,Gamma
984,52.68056899999999,-1.8059349999999998,Gamma
985,52.680477,-1.8057990000000002,Alpha
986,52.944401,-1.5030000000000001,Gamma
987,52.717342,-2.746871,Gamma
988,52.717342,-2.746871,Alpha
989,52.574298999999996,-2.11825,Gamma
990,52.716312,-2.747185,Gamma
991,52.597988,-1.9981509999999998,Delta
992,53.7127,-1.3483100000000001,Delta
993,52.931011,-1.5052290000000002,Gamma
994,52.930939,-1.505266,Beta
995,52.913368000000006,-1.51625,Alpha
996,52.892174,-1.531881,Gamma
997,53.851406000000004,-1.3911930000000001,Beta
998,52.614982999999995,-1.927022,Beta
999,52.61488000000001,-1.927022,Alpha
1000,52.61478,-1.927022,Alpha
1001,52.910061,-1.51654,Beta
1002,53.181515000000005,-3.117729,Gamma
1003,52.704624,-2.742141,Gamma
1004,52.70460500000001,-2.7422009999999997,Beta
1005,52.911575,-1.507667,Delta
1006,52.563728000000005,-2.07899,Delta
1007,52.562263,-2.078065,Alpha
1008,52.639644999999994,-1.835236,Gamma
1009,53.048308999999996,-1.41041,Beta
1010,53.048138,-1.410096,Beta
1011,52.568001,-2.03632,Beta
1012,52.568001,-2.03632,Delta
1013,52.567863,-2.036223,Delta
1014,52.687419999999996,-2.7406200000000003,Gamma
1015,53.049839,-1.408182,Gamma
1016,53.049839,-1.408182,Beta
1017,53.049854,-1.4081139999999999,Beta
1018,53.049854,-1.4081139999999999,Alpha
1019,53.049862,-1.408066,Beta
1020,53.049862,-1.408066,Alpha
1021,53.049866,-1.40802,Delta
1022,53.049866,-1.40802,Gamma
1023,52.554699,-2.0882400000000003,Beta
1024,53.391231999999995,-3.182109,Gamma
1025,52.925915,-1.480624,Gamma
1026,52.925934,-1.48054,Beta
1027,52.595333,-2.561212,Alpha
1028,52.923954,-1.481285,Beta
1029,52.923988,-1.481158,Delta
1030,52.920441000000004,-1.483495,Alpha
1031,52.92039499999999,-1.4834969999999998,Alpha
1032,52.920349,-1.48351,Delta
1033,52.920292,-1.4832049999999999,Gamma
1034,52.603457999999996,-1.897636,Delta
1035,52.603457999999996,-1.8975799999999998,Beta
1036,52.603462,-1.8975540000000002,Alpha
1037,52.603462,-1.8975540000000002,Beta
1038,52.555939,-2.0571349999999997,Gamma
1039,52.580139,-1.9613200000000002,Gamma
1040,52.918255,-1.479566,Beta
1041,52.918246999999994,-1.479523,Delta
1042,52.918251,-1.479468,Alpha
1043,52.918255,-1.4794180000000001,Beta
1044,52.916599,-1.4777,Beta
1045,52.711117,-2.79819,Delta
1046,52.924641,-1.471252,Gamma
1047,52.924544999999995,-1.4712969999999999,Alpha
1048,52.924465000000005,-1.471303,Beta
1049,52.9244,-1.4713,Gamma
1050,52.919102,-1.472261,Beta
1051,52.919098,-1.471954,Beta
1052,52.926281,-1.466381,Gamma
1053,52.876445999999994,-1.503376,Beta
1054,52.800674,-1.573035,Gamma
1055,52.800629,-1.57304,Beta
1056,52.53453100000001,-2.11662,Gamma
1057,52.915779,-1.46891,Delta
1058,52.539455000000004,-2.422846,Gamma
1059,52.915913,-1.457225,Alpha
1060,53.284290000000006,-1.290507,Delta
1061,53.28400799999999,-1.289587,Delta
1062,52.941242,-1.43146,Beta
1063,52.910801,-1.4505,Beta
1064,52.530499,-2.02901,Beta
1065,52.53031899999999,-2.028823,Alpha
1066,52.913306999999996,-1.447614,Beta
1067,52.91334200000001,-1.447566,Delta
1068,52.913371999999995,-1.447518,Delta
1069,52.91340600000001,-1.44747,Gamma
1070,52.974998,-1.4065,Gamma
1071,52.914597,-1.444585,Delta
1072,52.914604000000004,-1.444552,Alpha
1073,52.914618999999995,-1.444523,Gamma
1074,52.91463100000001,-1.444495,Beta
1075,52.91464200000001,-1.4444649999999999,Delta
1076,52.892033,-1.459635,Alpha
1077,52.892014,-1.459618,Delta
1078,52.891994,-1.459597,Alpha
1079,52.891975,-1.459576,Beta
1080,52.89195600000001,-1.459555,Gamma
1081,53.22876,-1.292622,Alpha
1082,53.22876,-1.292622,Gamma
1083,53.228737,-1.2925950000000002,Beta
1084,53.22871,-1.292547,Alpha
1085,53.228680000000004,-1.2924930000000001,Delta
1086,53.228680000000004,-1.2924930000000001,Gamma
1087,52.75419599999999,-1.5826770000000001,Delta
1088,52.754146999999996,-1.5827280000000001,Alpha
1089,52.754242000000005,-1.582618,Beta
1090,52.754169,-1.582698,Alpha
1091,52.543156,-1.9562669999999998,Delta
1092,52.877113,-1.4673200000000002,Gamma
1093,52.513863,-2.072104,Gamma
1094,52.513863,-2.072104,Beta
1095,52.774139,-1.55861,Gamma
1096,52.52688199999999,-2.006666,Delta
1097,52.509727000000005,-2.0905240000000003,Delta
1098,52.772006999999995,-1.558529,Gamma
1099,52.772022,-1.5584559999999998,Alpha
1100,52.772022,-1.5584559999999998,Gamma
1101,52.77203000000001,-1.558389,Beta
1102,52.772041,-1.558362,Gamma
1103,52.772041,-1.558362,Alpha
1104,52.500778000000004,-2.154613,Gamma
1105,52.500301,-2.151,Gamma
1106,53.423103000000005,-1.253765,Gamma
1107,53.23243000000001,-1.27843,Beta
1108,53.271319999999996,-1.26813,Beta
1109,53.107498,-1.312434,Beta
1110,53.107441,-1.3122989999999999,Delta
1111,53.107441,-1.3122989999999999,Alpha
1112,53.10735699999999,-1.3121770000000001,Delta
1113,53.1073,-1.3121,Alpha
1114,53.1073,-1.3121,Alpha
1115,52.488724,-2.119184,Beta
1116,52.488707999999995,-2.119211,Gamma
1117,52.488682,-2.119259,Delta
1118,52.895748,-1.428999,Alpha
1119,52.503799,-2.0202,Delta
1120,52.483841000000005,-2.1201,Gamma
1121,52.511573999999996,-1.9773459999999998,Gamma
1122,52.483047,-2.119108,Delta
1123,52.561111,-1.826039,Delta
1124,54.438334999999995,-2.592215,Gamma
1125,52.561035,-1.8259130000000001,Delta
1126,52.526951000000004,-1.899498,Beta
1127,52.489899,-2.01839,Delta
1128,52.489799,-2.0183400000000002,Alpha
1129,52.457851,-2.14115,Alpha
1130,52.457851,-2.14115,Gamma
1131,52.457840000000004,-2.14115,Delta
1132,52.52239599999999,-1.869371,Alpha
1133,52.522296999999995,-1.869371,Alpha
1134,52.522197999999996,-1.869371,Alpha
1135,52.52209499999999,-1.869371,Beta
1136,54.288596999999996,-1.5904260000000001,Delta
1137,53.123371,-1.262991,Alpha
1138,53.123325,-1.262923,Alpha
1139,54.095158,-1.393889,Alpha
1140,53.123417,-1.262874,Beta
1141,53.123367,-1.262794,Beta
1142,53.018496999999996,-1.305927,Alpha
1143,53.018496999999996,-1.305883,Beta
1144,53.018496999999996,-1.305883,Delta
1145,53.018496999999996,-1.3058290000000001,Delta
1146,53.018501,-1.3058,Beta
1147,52.98896,-1.320432,Delta
1148,52.98896,-1.320432,Delta
1149,52.988769999999995,-1.32036,Beta
1150,52.462662,-2.01473,Beta
1151,52.822441000000005,-1.4296950000000002,Beta
1152,52.822399,-1.429692,Alpha
1153,52.822338,-1.429708,Alpha
1154,52.822437,-1.429399,Beta
1155,52.488307999999996,-1.91251,Beta
1156,52.495941,-1.8839299999999999,Beta
1157,52.448448,-2.0535900000000002,Alpha
1158,53.869774,-1.257642,Beta
1159,53.869865000000004,-1.2576379999999998,Gamma
1160,52.47856899999999,-1.9158540000000002,Delta
1161,52.47756999999999,-1.914854,Alpha
1162,52.437973,-2.0767439999999997,Alpha
1163,52.476364000000004,-1.9135919999999997,Delta
1164,52.476364000000004,-1.913589,Gamma
1165,52.971793999999996,-1.311135,Delta
1166,52.509296,-1.8199,Delta
1167,53.100120999999994,-1.2505899999999999,Beta
1168,53.100086,-1.2505,Delta
1169,53.100212,-1.250418,Gamma
1170,53.100086,-1.250343,Delta
1171,53.499649,-1.17654,Alpha
1172,52.966999,-1.31016,Gamma
1173,52.477837,-1.8929029999999998,Alpha
1174,52.477837,-1.8929029999999998,Delta
1175,52.477837,-1.8929029999999998,Beta
1176,52.477837,-1.8929029999999998,Gamma
1177,52.460403,-1.9426,Gamma
1178,52.476273,-1.8917509999999997,Beta
1179,52.473,-1.8982,Beta
1180,52.47393,-1.89425,Gamma
1181,52.509853,-1.7979009999999997,Delta
1182,53.128601,-1.2299,Gamma
1183,52.44308100000001,-1.979583,Beta
1184,52.4431,-1.97943,Beta
1185,52.4431,-1.97943,Delta
1186,52.443073,-1.979487,Beta
1187,52.443073,-1.979487,Gamma
1188,52.492889,-1.8209099999999998,Gamma
1189,52.45256,-1.9322009999999998,Delta
1190,52.45254499999999,-1.9322139999999999,Gamma
1191,52.453915,-1.926277,Gamma
1192,52.45389599999999,-1.9262860000000002,Alpha
1193,52.453888,-1.926278,Alpha
1194,52.564362,-1.679617,Gamma
1195,52.564384,-1.679486,Alpha
1196,52.5644,-1.6794040000000001,Alpha
1197,52.56444200000001,-1.679282,Gamma
1198,52.452953,-1.927041,Gamma
1199,52.449337,-1.936029,Alpha
1200,52.44981,-1.932264,Delta
1201,52.449787,-1.9322580000000003,Gamma
1202,52.449768000000006,-1.932252,Alpha
1203,53.891174,-1.239351,Alpha
1204,52.448135,-1.9248919999999998,Beta
1205,53.532008999999995,-1.154785,Beta
1206,53.532008999999995,-1.154785,Beta
1207,54.321262,-2.9410939999999997,Delta
1208,54.321262,-2.9410939999999997,Gamma
1209,54.321327000000004,-2.941242,Gamma
1210,54.321327000000004,-2.941242,Gamma
1211,52.434746,-1.947991,Gamma
1212,52.46471,-1.842627,Delta
1213,53.145419999999994,-1.19909,Delta
1214,53.145428,-1.1989889999999999,Alpha
1215,52.463749,-1.841346,Gamma
1216,52.463749,-1.841346,Beta
1217,52.387684,-2.251058,Beta
1218,52.918751,-1.301521,Delta
1219,52.445769999999996,-1.888322,Beta
1220,52.998417,-1.25567,Delta
1221,52.998436,-1.2556120000000002,Delta
1222,53.145270999999994,-1.193956,Gamma
1223,52.537651000000004,-2.807705,Alpha
1224,52.392738,-2.088547,Alpha
1225,52.415535,-1.9705,Alpha
1226,52.910999,-1.2982,Alpha
1227,52.436775,-1.8924729999999998,Gamma
1228,52.516746999999995,-1.708727,Delta
1229,54.191897999999995,-3.0969,Delta
1230,52.479141000000006,-1.773139,Gamma
1231,52.928291,-1.275993,Alpha
1232,52.928291,-1.275993,Delta
1233,54.578734999999995,-2.47579,Alpha
1234,54.578734999999995,-2.47579,Alpha
1235,54.578751000000004,-2.47588,Gamma
1236,52.928940000000004,-1.273798,Delta
1237,52.928925,-1.27377,Alpha
1238,52.92890500000001,-1.2737450000000001,Gamma
1239,52.92890500000001,-1.2737450000000001,Gamma
1240,52.92889,-1.273719,Gamma
1241,52.397141,-1.985728,Delta
1242,52.397144,-1.98564,Delta
1243,52.449501,-1.8202,Delta
1244,53.509087,-1.1205450000000001,Beta
1245,53.509087,-1.1205450000000001,Gamma
1246,53.1563,-1.16959,Gamma
1247,53.1563,-1.16959,Gamma
1248,53.156101,-1.16931,Gamma
1249,53.156101,-1.16931,Gamma
1250,52.49921,-1.705913,Gamma
1251,52.499218000000006,-1.705859,Beta
1252,52.499226,-1.7058259999999998,Alpha
1253,52.499233,-1.7057689999999999,Beta
1254,52.481037,-1.738841,Gamma
1255,52.481037,-1.738841,Delta
1256,52.438357999999994,-1.8309970000000002,Beta
1257,52.981178,-1.2361799999999998,Gamma
1258,52.981201,-1.23593,Gamma
1259,52.981201,-1.23593,Delta
1260,52.8853,-1.2865,Alpha
1261,53.03795600000001,-1.2054790000000002,Beta
1262,52.917839,-1.263973,Delta
1263,52.917781999999995,-1.26396,Delta
1264,52.91774,-1.263952,Gamma
1265,52.91767900000001,-1.263938,Beta
1266,52.917629000000005,-1.263925,Beta
1267,52.917564,-1.263917,Alpha
1268,52.917522,-1.263898,Alpha
1269,52.421627,-1.8553849999999998,Gamma
1270,53.003899,-1.2158,Alpha
1271,52.958698,-1.2382,Beta
1272,53.300838,-1.122133,Beta
1273,53.30088000000001,-1.12212,Alpha
1274,53.30080400000001,-1.1221299999999998,Delta
1275,53.300762,-1.1221219999999998,Alpha
1276,53.037987,-1.198387,Alpha
1277,53.037987,-1.198387,Alpha
1278,53.037971,-1.198383,Beta
1279,53.037949,-1.198376,Delta
1280,53.037949,-1.198376,Delta
